sleep_log_entry_id,timestamp,overall_score,composition_score,revitalization_score,duration_score,deep_sleep_in_minutes,resting_heart_rate,restlessness
35164745567,2022-01-04T06:32:00Z,71,19,21,31,96,55,0.10594594594594595
35152174132,2022-01-03T07:39:00Z,75,20,19,36,80,55,0.1546203110704483
35141456639,2022-01-02T07:02:30Z,70,17,20,33,49,55,0.1070063694267516
35127301961,2022-01-01T09:12:30Z,70,19,16,35,63,54,0.1786085150571132
35115288637,2021-12-31T06:18:00Z,71,17,22,32,40,53,0.06578947368421052
35102014767,2021-12-30T09:22:30Z,79,18,19,42,84,52,0.13248204309656825
35091517912,2021-12-29T08:12:00Z,72,17,22,33,52,53,0.1074468085106383
35077915722,2021-12-28T08:49:30Z,78,17,20,41,78,54,0.13755274261603376
35067880232,2021-12-27T06:41:30Z,72,17,20,35,41,54,0.1162528216704289
35052965338,2021-12-26T08:10:30Z,83,22,18,43,88,55,0.16563330380868024
35042677275,2021-12-25T08:06:00Z,79,20,20,39,92,54,0.1263902932254803
35033638458,2021-12-24T07:20:00Z,68,17,22,29,60,54,0.09817671809256662
35021776746,2021-12-23T06:43:30Z,71,17,21,33,40,53,0.08876560332871013
35008134563,2021-12-22T08:17:30Z,74,17,18,39,79,53,0.15092502434274585
34994194780,2021-12-21T09:23:30Z,78,20,17,41,83,53,0.2022140221402214
34985701539,2021-12-20T06:19:30Z,59,16,21,22,39,52,0.09957325746799431
34975909897,2021-12-19T06:44:30Z,69,17,20,32,41,52,0.08520900321543408
34961055000,2021-12-18T08:04:00Z,78,18,18,42,83,52,0.1383595691797846
34951351636,2021-12-17T07:40:00Z,79,21,21,37,76,53,0.09747706422018348
34939486130,2021-12-16T09:13:00Z,82,20,18,44,71,53,0.15945945945945947
34927068725,2021-12-15T07:06:30Z,69,19,19,31,35,52,0.12484394506866417
34911921226,2021-12-14T09:14:30Z,76,19,19,38,60,52,0.13545816733067728
34901305928,2021-12-13T08:32:00Z,66,16,18,32,69,51,0.15457413249211358
34888255068,2021-12-12T08:41:30Z,69,18,18,33,38,51,0.16505894962486603
34878057564,2021-12-11T06:49:30Z,65,17,21,27,52,51,0.10668563300142248
34867126297,2021-12-10T09:25:30Z,82,19,20,43,72,52,0.12745936698032506
34856559993,2021-12-09T10:24:30Z,83,19,20,44,88,52,0.1267723102585488
34842141753,2021-12-08T09:44:30Z,77,20,19,38,46,53,0.1453541858325667
34828726460,2021-12-07T10:02:30Z,78,20,19,39,87,54,0.14325581395348838
34815386512,2021-12-06T10:01:00Z,56,15,16,25,39,55,0.16701902748414377
34813414830,2021-12-06T04:46:30Z,63,16,22,25,58,55,0.09163346613545817
34802094042,2021-12-05T09:42:00Z,80,17,20,43,87,55,0.14713656387665197
34790409016,2021-12-04T08:38:30Z,72,20,18,34,77,55,0.16496018202502843
34777515254,2021-12-03T09:01:00Z,62,17,16,29,51,54,0.16683417085427135
34761247573,2021-12-02T07:55:30Z,83,21,20,42,86,54,0.1385390428211587
34752986534,2021-12-01T08:52:30Z,71,17,17,37,58,53,0.176007866273353
34738380032,2021-11-30T09:21:00Z,72,17,17,38,60,53,0.18444666001994017
34725506539,2021-11-29T07:45:30Z,73,20,19,34,81,53,0.13250283125707815
34713935597,2021-11-28T06:38:00Z,64,18,19,27,72,52,0.13290113452188007
34702978756,2021-11-27T06:50:30Z,64,16,21,27,54,52,0.10919540229885058
34690794842,2021-11-26T08:04:30Z,61,17,19,25,45,52,0.14041514041514042
34677123069,2021-11-25T10:00:00Z,78,19,17,42,89,51,0.1605465414175918
34668084629,2021-11-24T09:40:00Z,76,17,18,41,40,51,0.14198782961460446
34655365774,2021-11-23T08:33:00Z,76,20,20,36,104,52,0.10904872389791183
34642672174,2021-11-22T07:52:30Z,78,21,20,37,55,53,0.11148272017837235
34627027791,2021-11-21T10:00:00Z,69,17,19,33,47,54,0.16580310880829016
34619150051,2021-11-20T07:41:30Z,73,20,20,33,69,54,0.099644128113879
34606500671,2021-11-19T09:08:30Z,75,19,17,39,62,55,0.16123019571295433
34594209174,2021-11-18T05:33:30Z,67,18,20,29,77,55,0.13107511045655376
34586279508,2021-11-17T09:46:30Z,58,14,21,23,36,55,0.10696517412935323
34582859776,2021-11-17T05:10:30Z,66,17,20,29,42,55,0.12586206896551724
34569013570,2021-11-16T06:18:00Z,75,19,20,36,89,54,0.11653718091009989
34557345593,2021-11-15T08:51:00Z,72,16,19,37,44,54,0.12345679012345678
34544588673,2021-11-14T07:24:00Z,61,14,18,29,15,53,0.15474794841735054
34534327036,2021-11-13T10:01:30Z,76,18,18,40,78,53,0.17936874518860663
34519074577,2021-11-12T08:59:30Z,66,17,19,30,85,54,0.1487513572204126
34509149408,2021-11-11T09:43:30Z,78,21,20,37,85,54,0.1376597836774828
34497033414,2021-11-10T08:44:00Z,72,18,19,35,70,54,0.13412017167381973
34485217100,2021-11-09T09:18:00Z,74,18,19,37,72,54,0.14945919370698132
34470005408,2021-11-08T07:47:30Z,71,17,20,34,64,54,0.12195121951219512
34457575081,2021-11-07T07:05:30Z,60,16,20,24,70,54,0.1341991341991342
34443648060,2021-11-06T09:48:30Z,81,19,20,42,94,56,0.1436123348017621
34436197833,2021-11-05T09:07:00Z,74,16,21,37,71,55,0.09990300678952474
34425258039,2021-11-04T09:37:30Z,83,21,21,41,73,56,0.10295616717635066
34408443986,2021-11-03T09:02:30Z,79,18,19,42,80,55,0.12382578992314261
34398500964,2021-11-02T09:20:00Z,78,19,20,39,105,55,0.09981515711645102
34383700519,2021-11-01T08:10:30Z,73,18,19,36,85,56,0.14195583596214512
34372843895,2021-10-31T09:16:30Z,81,18,19,44,94,55,0.13480176211453745
34359620126,2021-10-30T09:30:30Z,77,20,19,38,60,56,0.1446360153256705
34348783865,2021-10-29T10:00:30Z,78,19,19,40,74,55,0.12440191387559808
34332516466,2021-10-28T09:37:30Z,85,21,20,44,76,55,0.12533097969991175
34322506028,2021-10-27T08:46:00Z,78,20,21,37,65,56,0.10097719869706841
34312564054,2021-10-26T07:31:30Z,69,17,21,31,80,57,0.08265424912689173
34299463596,2021-10-25T08:13:30Z,78,19,21,38,74,57,0.1173054587688734
34285916044,2021-10-24T08:46:30Z,78,18,20,40,76,58,0.13025641025641024
34273319023,2021-10-23T08:42:00Z,76,19,19,38,80,57,0.14510166358595195
34258552876,2021-10-22T08:56:30Z,77,17,17,43,88,56,0.15710503089143865
34251478767,2021-10-21T09:16:30Z,76,19,19,38,79,56,0.14597156398104266
34234959733,2021-10-20T10:09:30Z,81,21,18,42,72,56,0.1572700296735905
34228633905,2021-10-19T08:47:30Z,75,19,21,35,66,57,0.09171270718232044
34213872541,2021-10-18T09:27:30Z,85,21,22,42,75,58,0.09824198552223372
34200607310,2021-10-17T10:16:30Z,83,20,19,44,64,59,0.13962873284907182
34190315872,2021-10-16T08:15:00Z,73,19,19,35,72,57,0.12234706616729088
34178302721,2021-10-15T09:01:30Z,76,20,20,36,31,57,0.12600229095074456
34164539574,2021-10-14T08:45:30Z,76,18,22,36,52,58,0.08163265306122448
34151291491,2021-10-13T09:30:00Z,83,22,21,40,97,57,0.11089494163424124
34140005153,2021-10-12T09:06:30Z,77,18,21,38,87,57,0.09652076318742986
34122872447,2021-10-11T08:52:30Z,71,18,18,35,59,56,0.15973741794310722
34111418401,2021-10-10T09:36:00Z,71,18,18,35,83,56,0.16666666666666666
34098942808,2021-10-09T10:50:00Z,81,21,19,41,73,56,0.15402298850574714
34086221374,2021-10-08T07:05:00Z,68,16,20,32,59,56,0.1280193236714976
34075276165,2021-10-07T07:01:30Z,77,19,22,36,86,56,0.08700564971751412
34065116697,2021-10-06T08:42:30Z,73,17,20,36,72,56,0.11630558722919042
34044964583,2021-10-05T10:03:30Z,76,19,16,41,55,56,0.19720382634289918
34036829080,2021-10-04T07:27:30Z,76,21,20,35,52,56,0.12062726176115803
34021023518,2021-10-03T09:47:30Z,75,18,19,38,53,55,0.11512844909609896
34012816536,2021-10-02T09:31:30Z,79,20,20,39,69,54,0.11100832562442182
33996940201,2021-10-01T07:52:00Z,83,22,20,41,84,54,0.10644831115660185
33987332306,2021-09-30T07:29:30Z,63,17,20,26,34,53,0.12259970457902511
33972075536,2021-09-29T08:25:30Z,84,21,19,44,56,55,0.14246323529411764
33959513750,2021-09-28T08:52:30Z,72,19,16,37,88,53,0.14911463187325255
33947082905,2021-09-27T07:30:00Z,75,19,20,36,77,53,0.07916666666666666
33931296976,2021-09-26T09:20:00Z,84,20,20,44,89,53,0.12648945921173235
33922139119,2021-09-25T06:47:00Z,69,17,19,33,40,53,0.1184573002754821
33910336415,2021-09-24T07:07:00Z,74,18,21,35,80,54,0.08368794326241134
33893775439,2021-09-23T06:21:30Z,71,17,22,32,60,54,0.08874801901743265
33879611745,2021-09-22T06:46:00Z,74,21,19,34,92,54,0.12716763005780346
33866930129,2021-09-21T08:52:30Z,73,21,19,33,57,54,0.12094763092269327
33851562787,2021-09-20T06:58:30Z,70,21,21,28,46,55,0.12032520325203253
33838993738,2021-09-19T07:13:00Z,70,20,22,28,34,56,0.08896797153024912
33825208760,2021-09-18T07:45:00Z,77,21,19,37,70,55,0.142721217887726
33814936335,2021-09-17T07:11:30Z,70,19,20,31,50,55,0.12313937753721245
33801096805,2021-09-16T06:24:30Z,70,18,20,32,68,56,0.15312916111850866
33789159005,2021-09-15T07:25:00Z,74,21,19,34,89,56,0.143698468786808
33776082067,2021-09-14T09:42:30Z,75,20,17,38,64,56,0.16584402764067127
33759911407,2021-09-13T06:46:30Z,76,17,20,39,81,56,0.1187308085977482
33748986726,2021-09-12T09:08:00Z,81,21,20,40,57,56,0.11625708884688091
33739486863,2021-09-11T08:09:00Z,79,21,18,40,64,55,0.11270296084049666
33725593433,2021-09-10T07:23:30Z,74,19,20,35,61,55,0.13459399332591768
33712109348,2021-09-09T06:19:30Z,75,20,22,33,60,56,0.0898716119828816
33697050921,2021-09-08T07:51:00Z,68,17,17,34,74,55,0.13195201744820065
33680492798,2021-09-07T07:10:00Z,78,20,20,38,118,55,0.14684014869888476
33670340425,2021-09-06T07:36:30Z,72,17,19,36,81,53,0.13989071038251366
33659015982,2021-09-05T08:16:30Z,81,20,20,41,81,55,0.11907270811380401
33648246631,2021-09-04T08:27:00Z,82,21,19,42,59,54,0.11342351716961499
33636459705,2021-09-03T07:38:30Z,77,19,20,38,85,55,0.12003872216844143
33621947656,2021-09-02T08:27:30Z,82,22,20,40,95,55,0.12563323201621074
33608209011,2021-09-01T08:54:00Z,69,17,19,33,61,55,0.150559511698881
33592431110,2021-08-31T09:40:30Z,83,21,19,43,93,55,0.11831726555652936
33579998942,2021-08-30T07:13:30Z,80,22,21,37,91,55,0.09325153374233129
33564288647,2021-08-29T07:24:00Z,84,21,21,42,66,55,0.095
33554730593,2021-08-28T06:50:30Z,76,20,20,36,74,54,0.1001100110011001
33541748905,2021-08-27T07:32:30Z,79,18,21,40,92,54,0.1130524152106886
33530285895,2021-08-26T08:52:30Z,78,20,19,39,88,54,0.14832535885167464
33519680802,2021-08-25T09:37:30Z,73,18,19,36,99,54,0.14184397163120568
33504756296,2021-08-24T07:29:00Z,77,21,22,34,84,54,0.10466582597730138
33492016739,2021-08-23T07:27:30Z,73,19,19,35,72,54,0.10559006211180125
33478224034,2021-08-22T07:03:30Z,75,18,20,37,55,54,0.10786802030456853
33462928157,2021-08-21T06:44:30Z,76,17,19,40,74,55,0.13346814964610718
33451259399,2021-08-20T08:16:00Z,75,18,18,39,73,55,0.14985014985014986
33439640592,2021-08-19T08:20:30Z,75,21,20,34,66,55,0.12160694896851248
33425088488,2021-08-18T07:45:30Z,74,19,20,35,70,54,0.12175873731679819
33415343398,2021-08-17T07:01:30Z,78,21,22,35,38,55,0.07976366322008863
33399694794,2021-08-16T08:52:30Z,69,17,19,33,59,55,0.12943632567849686
33387360916,2021-08-15T07:53:30Z,77,21,21,35,88,53,0.10615199034981906
33373328089,2021-08-14T09:36:00Z,70,18,18,34,94,53,0.1809787626962142
33363168099,2021-08-13T10:34:00Z,81,20,19,42,85,52,0.15004262574595056
33351997116,2021-08-12T09:36:30Z,82,21,20,41,69,53,0.12687312687312688
33333248175,2021-08-11T11:24:30Z,80,17,20,43,68,53,0.12762384550797648
33316591444,2021-08-10T07:55:30Z,78,21,21,36,77,54,0.12431842966194111
33301496177,2021-08-09T08:33:30Z,76,18,21,37,81,55,0.120837297811608
33286728812,2021-08-08T08:14:30Z,74,19,21,34,76,55,0.10181818181818182
33275907001,2021-08-07T08:31:30Z,68,19,18,31,55,55,0.14688601645123384
33264283688,2021-08-06T08:05:30Z,74,18,20,36,101,54,0.11542857142857142
33251224437,2021-08-05T08:06:30Z,79,21,19,39,98,54,0.1377952755905512
33239013334,2021-08-04T08:09:00Z,72,18,20,34,86,54,0.12305854241338113
33227104401,2021-08-03T10:20:00Z,84,22,19,43,84,54,0.14359415305245055
33214076002,2021-08-02T08:06:30Z,77,18,21,38,71,55,0.10032362459546926
33202978379,2021-08-01T07:14:00Z,80,21,23,36,78,56,0.08586525759577279
33164527807,2021-07-29T07:38:30Z,75,21,20,34,49,56,0.12128418549346016
33148539576,2021-07-28T06:47:30Z,70,18,20,32,50,56,0.13831258644536654
33136698058,2021-07-27T08:08:30Z,74,21,19,34,80,56,0.16164053075995174
33124315120,2021-07-26T08:21:30Z,72,20,19,33,81,56,0.15011820330969267
33099757010,2021-07-24T06:18:30Z,70,18,22,30,81,55,0.09720176730486009
33086985390,2021-07-23T07:31:30Z,63,16,21,26,58,55,0.12917271407837447
33075827981,2021-07-22T06:05:30Z,69,17,22,30,65,55,0.08882521489971347
33064206742,2021-07-21T10:14:00Z,67,19,20,28,40,56,0.12432432432432433
33058663743,2021-07-21T03:55:30Z,58,16,19,23,43,56,0.12189616252821671
33046730873,2021-07-20T08:16:00Z,67,19,19,29,69,57,0.15681544028950542
33019258554,2021-07-18T05:05:00Z,65,17,21,27,41,57,0.0975609756097561
33009005848,2021-07-17T06:40:30Z,69,16,21,32,40,57,0.10738255033557047
32995000795,2021-07-16T09:57:00Z,76,20,19,37,70,57,0.15488867376573087
32973005185,2021-07-14T06:55:00Z,72,19,22,31,59,57,0.09986130374479889
32958100602,2021-07-13T06:03:30Z,72,16,22,34,69,57,0.0794912559618442
32943634265,2021-07-12T05:39:00Z,73,19,21,33,64,56,0.09590973201692525
32919607776,2021-07-10T09:00:30Z,65,20,17,28,74,55,0.18048268625393493
32905327406,2021-07-09T06:34:30Z,69,17,18,34,80,55,0.17679558011049723
32890816637,2021-07-08T05:20:00Z,54,15,19,20,68,55,0.16057233704292528
32878114616,2021-07-07T04:39:30Z,68,19,19,30,54,55,0.13210039630118892
32866402203,2021-07-06T05:47:30Z,72,21,18,33,70,54,0.11325611325611326
32855119864,2021-07-05T08:04:30Z,76,20,20,36,60,54,0.11681643132220795
32842987871,2021-07-04T07:54:30Z,68,19,20,29,49,54,0.11815561959654179
32829169280,2021-07-03T06:33:30Z,69,20,21,28,38,54,0.134185303514377
32815223527,2021-07-02T08:01:30Z,77,21,19,37,76,53,0.12920738327904452
32801308520,2021-07-01T08:21:30Z,72,19,20,33,79,53,0.1415830546265329
32788824157,2021-06-30T08:43:30Z,72,21,17,34,77,53,0.1888268156424581
32772797156,2021-06-29T04:18:30Z,61,17,21,23,52,54,0.10851419031719532
32744412865,2021-06-27T07:38:00Z,61,17,18,26,91,55,0.180622009569378
32733047039,2021-06-26T08:21:30Z,75,21,20,34,80,55,0.16685330347144456
32720917110,2021-06-25T08:35:30Z,77,17,21,39,81,56,0.1407035175879397
32705824323,2021-06-24T08:42:30Z,65,16,18,31,36,55,0.16061606160616063
32692975793,2021-06-23T08:34:30Z,68,19,19,30,90,54,0.17139852786540483
32680374673,2021-06-22T07:40:00Z,73,20,20,33,81,54,0.10484927916120576
32668137671,2021-06-21T12:48:30Z,65,19,21,25,34,54,0.10114942528735632
32663417443,2021-06-21T05:59:30Z,73,19,21,33,32,54,0.08871989860583017
32650496841,2021-06-20T06:19:30Z,60,16,20,24,37,54,0.13458528951486698
32639064816,2021-06-19T06:06:30Z,72,19,20,33,76,55,0.10503597122302158
32627504125,2021-06-18T07:42:30Z,76,21,20,35,74,55,0.12018669778296383
32603444717,2021-06-16T08:34:30Z,69,19,18,32,66,54,0.13597033374536466
32591717254,2021-06-15T07:59:30Z,66,16,20,30,50,54,0.10101010101010101
32574562508,2021-06-14T07:54:30Z,71,18,19,34,61,54,0.14410480349344978
32563188171,2021-06-13T06:14:30Z,65,17,21,27,48,54,0.08253358925143954
32548330686,2021-06-12T06:02:30Z,76,21,20,35,63,54,0.09787234042553192
32538231669,2021-06-11T08:43:30Z,67,21,18,28,70,54,0.1690929451287794
32524446536,2021-06-10T06:58:00Z,77,20,21,36,66,54,0.09987357774968394
32505385195,2021-06-09T08:04:30Z,62,18,18,26,47,54,0.18929016189290163
32490922483,2021-06-08T08:03:30Z,73,20,18,35,73,54,0.1650692225772098
32478170724,2021-06-07T07:08:30Z,70,18,21,31,43,54,0.10650069156293222
32460709183,2021-06-06T09:21:30Z,76,21,14,41,70,53,0.23003194888178913
32451590226,2021-06-05T08:49:30Z,68,19,18,31,59,54,0.16610169491525423
32441045283,2021-06-04T07:37:00Z,77,19,22,36,75,54,0.0796221322537112
32422453766,2021-06-03T09:42:30Z,77,21,20,36,75,53,0.13183856502242153
32408986848,2021-06-02T08:14:00Z,73,17,19,37,60,53,0.1388888888888889
32395911154,2021-06-01T05:11:30Z,54,16,21,17,66,52,0.0950965824665676
32383799623,2021-05-31T08:50:30Z,80,19,20,41,66,53,0.11776251226692837
32370863260,2021-05-30T08:59:30Z,83,21,19,43,84,54,0.11914543960558752
32357779816,2021-05-29T07:57:30Z,79,21,20,38,88,55,0.11379310344827587
32346799350,2021-05-28T07:26:30Z,71,18,22,31,74,57,0.10138888888888889
32334602568,2021-05-27T09:22:30Z,67,17,18,32,41,56,0.14215080346106304
32322349625,2021-05-26T09:46:00Z,76,19,20,37,54,56,0.11668484187568157
32306121126,2021-05-25T10:38:00Z,72,20,17,35,92,57,0.16299559471365638
32294617025,2021-05-24T05:21:30Z,75,21,21,33,64,56,0.07640067911714771
32279771822,2021-05-23T06:47:30Z,69,18,19,32,67,56,0.127129750982962
32269187352,2021-05-22T07:22:30Z,72,20,20,32,81,56,0.12751677852348994
32250358910,2021-05-21T06:17:30Z,62,17,18,27,78,55,0.1302475780409042
32240207540,2021-05-20T08:20:00Z,66,17,19,30,62,55,0.14640522875816994
32224707347,2021-05-19T07:25:30Z,72,19,21,32,47,55,0.11450381679389313
32210419020,2021-05-18T06:28:00Z,68,19,19,30,48,55,0.12954876273653565
32197693857,2021-05-17T06:43:30Z,63,18,20,25,52,55,0.11320754716981132
32182631435,2021-05-16T06:19:30Z,69,20,21,28,49,54,0.08717948717948718
32169612162,2021-05-15T08:16:30Z,75,19,20,36,61,55,0.11331133113311331
32157577119,2021-05-14T08:15:30Z,75,19,21,35,51,56,0.12768361581920903
32146049200,2021-05-13T06:34:30Z,76,21,21,34,55,56,0.08345752608047691
32131459251,2021-05-12T08:27:30Z,79,18,21,40,80,57,0.11510031678986272
32116641201,2021-05-11T09:22:30Z,79,22,19,38,84,59,0.16547497446373852
32103834852,2021-05-10T08:03:30Z,70,18,19,33,45,59,0.14666666666666667
32089269805,2021-05-09T06:52:30Z,64,18,18,28,55,60,0.14814814814814814
32077880730,2021-05-08T09:15:30Z,79,21,20,38,82,59,0.13068181818181818
32063003542,2021-05-07T08:38:30Z,65,17,17,31,48,58,0.16089385474860335
32050888429,2021-05-06T07:17:30Z,66,17,19,30,68,58,0.12804097311139565
32035589487,2021-05-05T06:43:30Z,68,20,20,28,46,58,0.1286624203821656
32023485542,2021-05-04T08:08:30Z,77,21,20,36,74,58,0.13751507840772015
32008989560,2021-05-03T07:50:30Z,75,20,20,35,79,58,0.13727810650887573
31992789175,2021-05-02T09:22:30Z,73,17,15,41,85,56,0.2066115702479339
31970964070,2021-04-30T08:13:30Z,72,21,19,32,72,56,0.15505913272010513
31955192272,2021-04-29T10:15:30Z,78,21,19,38,71,57,0.15279048490393413
31939530725,2021-04-28T06:42:30Z,76,21,20,35,69,57,0.11757990867579908
31927048105,2021-04-27T07:03:30Z,72,20,20,32,67,57,0.140893470790378
31914701929,2021-04-26T07:28:30Z,74,19,22,33,64,58,0.09408194233687406
31900202528,2021-04-25T08:38:30Z,73,17,17,39,67,59,0.2074001947419669
31888237410,2021-04-24T07:38:30Z,63,17,20,26,37,59,0.10766045548654245
31885510668,2021-04-24T02:22:00Z,64,16,21,27,10,59,0.1122715404699739
31873736379,2021-04-23T07:17:30Z,62,16,15,31,59,58,0.20563035495716034
31860537376,2021-04-22T10:06:30Z,52,16,10,26,50,57,0.21725888324873097
31850565742,2021-04-21T06:53:30Z,57,18,19,20,76,57,0.1699867197875166
31830550005,2021-04-20T06:46:30Z,70,18,21,31,76,57,0.11957950065703023
31816920391,2021-04-19T07:00:30Z,65,19,18,28,65,57,0.195416164053076
31805467453,2021-04-18T08:43:30Z,70,20,17,33,53,56,0.17700112739571588
31790846863,2021-04-17T07:33:30Z,74,21,19,34,55,56,0.13642384105960265
31779582742,2021-04-16T06:34:30Z,67,18,21,28,53,56,0.10947930574098798
31762166758,2021-04-15T03:45:30Z,62,17,19,26,65,56,0.11754966887417219
31750938959,2021-04-14T07:52:00Z,74,19,18,37,62,55,0.13516609392898052
31734194730,2021-04-13T07:15:30Z,76,20,21,35,52,57,0.11533586818757921
31716614288,2021-04-12T07:09:30Z,72,19,19,34,32,58,0.15592515592515593
31702905425,2021-04-11T07:38:30Z,74,17,20,37,36,58,0.13405405405405404
31690355517,2021-04-10T09:00:30Z,73,17,21,35,84,60,0.12063492063492064
31677867533,2021-04-09T07:58:00Z,65,17,16,32,63,58,0.15166461159062886
31663952467,2021-04-08T08:46:30Z,72,18,20,34,84,58,0.12290502793296089
31646584316,2021-04-07T06:20:30Z,74,21,19,34,44,57,0.11432325886990802
31631178449,2021-04-06T06:41:30Z,64,16,19,29,51,56,0.14927048260381592
31621294247,2021-04-05T10:39:30Z,60,13,19,28,18,56,0.125
31621294246,2021-04-05T05:55:00Z,73,18,21,34,69,56,0.11513583441138421
31602465080,2021-04-04T06:50:00Z,68,16,20,32,83,56,0.1384083044982699
31590906191,2021-04-03T08:37:00Z,79,20,19,40,75,56,0.14750762970498474
31576381677,2021-04-02T08:28:30Z,79,21,20,38,87,56,0.14134615384615384
31564324336,2021-04-01T08:40:30Z,75,20,18,37,106,55,0.14337899543378996
31550515639,2021-03-31T09:12:00Z,63,16,18,29,62,55,0.18191056910569106
31536822302,2021-03-30T13:10:30Z,76,19,17,40,106,55,0.19957234497505347
31525848119,2021-03-29T10:02:30Z,68,16,18,34,37,55,0.15069967707212056
31510236273,2021-03-28T06:52:30Z,55,14,21,20,40,55,0.11483253588516747
31497971586,2021-03-27T11:10:30Z,71,17,18,36,62,56,0.17743403093721566
31484713795,2021-03-26T10:22:30Z,78,17,18,43,69,56,0.1784121320249777
31471033612,2021-03-25T12:12:30Z,82,19,20,43,101,56,0.1291314373558801
31458368753,2021-03-24T08:51:00Z,75,17,20,38,73,56,0.13858424725822532
31445663292,2021-03-23T09:03:30Z,80,21,20,39,84,56,0.11402623612512613
31428145039,2021-03-22T09:17:30Z,74,20,19,35,61,56,0.12670157068062826
31413414592,2021-03-21T06:22:30Z,70,17,21,32,48,56,0.1062215477996965
31402342578,2021-03-20T10:07:00Z,73,17,19,37,74,55,0.12935883014623173
31387558308,2021-03-19T08:46:30Z,68,19,19,30,31,54,0.13224181360201512
31381094368,2021-03-18T16:47:00Z,68,17,22,29,20,55,0.057971014492753624
31371675241,2021-03-18T07:40:30Z,73,19,21,33,42,55,0.11316113161131611
31357191631,2021-03-17T05:46:30Z,69,21,21,27,57,54,0.1145631067961165
31341818247,2021-03-16T08:38:30Z,76,20,20,36,64,56,0.15098241985522234
31329500207,2021-03-15T10:00:30Z,72,19,18,35,48,56,0.1671794871794872
31310789932,2021-03-14T09:18:30Z,72,16,20,36,29,57,0.11964980544747082
31299842192,2021-03-13T07:47:30Z,69,15,21,33,69,57,0.10457516339869281
31289596023,2021-03-12T09:15:30Z,70,19,20,31,53,56,0.10402219140083217
31272760812,2021-03-11T08:20:30Z,80,20,21,39,46,57,0.12704523580365737
31259856307,2021-03-10T09:04:30Z,77,19,21,37,32,56,0.10787486515641856
31246199923,2021-03-09T05:51:30Z,72,17,22,33,52,56,0.07048458149779736
31233525640,2021-03-08T10:21:30Z,62,17,18,27,69,54,0.157035175879397
31218789606,2021-03-07T08:52:30Z,67,20,18,29,53,54,0.17772215269086358
31206038750,2021-03-06T09:27:30Z,73,19,19,35,83,54,0.14884233737596472
31190254346,2021-03-05T09:13:30Z,78,18,19,41,78,54,0.1431906614785992
31177954727,2021-03-04T10:07:00Z,81,20,19,42,109,54,0.15863141524105753
31167505108,2021-03-03T08:56:00Z,69,17,19,33,71,55,0.145475372279496
31149027957,2021-03-02T05:55:30Z,75,20,20,35,34,55,0.11858608893956671
31133272341,2021-03-01T08:18:30Z,78,19,19,40,59,55,0.13125
31119026557,2021-02-28T08:38:30Z,79,19,20,40,85,55,0.12081218274111676
31105935763,2021-02-27T06:07:00Z,73,21,20,32,77,55,0.13469985358711567
31094936901,2021-02-26T06:56:30Z,73,19,21,33,65,55,0.1029641185647426
31081037202,2021-02-25T08:39:30Z,69,15,19,35,27,55,0.12857142857142856
31065581736,2021-02-24T09:38:30Z,80,21,20,39,68,55,0.12940057088487156
31051702680,2021-02-23T07:09:30Z,67,21,20,26,45,55,0.13941480206540446
31034540822,2021-02-22T09:30:30Z,56,17,17,22,57,56,0.1864406779661017
31021492801,2021-02-21T09:44:30Z,76,20,17,39,78,55,0.18499486125385406
31008908503,2021-02-20T07:36:30Z,70,21,20,29,75,54,0.14449213161659513
30994788779,2021-02-19T09:00:30Z,65,19,17,29,41,53,0.17974971558589306
30980666453,2021-02-18T07:13:30Z,66,17,21,28,51,53,0.0870488322717622
30966368844,2021-02-17T06:43:30Z,73,21,19,33,56,53,0.12103746397694524
30954538018,2021-02-16T10:06:00Z,77,21,20,36,61,54,0.13259668508287292
30938746288,2021-02-15T06:51:00Z,56,16,17,23,49,53,0.20995670995670995
30926330495,2021-02-14T12:36:00Z,75,19,19,37,78,53,0.13167259786476868
30914490716,2021-02-13T08:24:30Z,68,17,20,31,42,53,0.1150855365474339
30899483600,2021-02-12T10:25:30Z,69,19,18,32,89,53,0.1460794844253491
30886416372,2021-02-11T07:51:30Z,67,21,19,27,48,54,0.14770797962648557
30873862659,2021-02-10T07:57:30Z,70,17,21,32,60,54,0.09409888357256778
30857882502,2021-02-09T09:39:30Z,72,21,19,32,68,53,0.15166461159062886
30841763020,2021-02-08T08:11:30Z,62,19,18,25,28,53,0.15544041450777202
30833000720,2021-02-07T12:33:30Z,69,20,22,27,30,54,0.08443271767810026
30829564093,2021-02-07T08:01:30Z,60,16,19,25,45,54,0.13333333333333333
30816482933,2021-02-06T11:27:30Z,67,17,19,31,88,54,0.17002012072434608
30802436356,2021-02-05T09:10:30Z,63,17,19,27,89,55,0.15183867141162516
30793330961,2021-02-04T15:00:30Z,65,16,21,28,33,55,0.082687338501292
30790128055,2021-02-04T06:48:00Z,65,16,21,28,52,55,0.08928571428571429
30777534012,2021-02-03T14:51:30Z,61,18,18,25,15,55,0.18061674008810572
30772407560,2021-02-03T06:08:00Z,61,15,22,24,49,55,0.09205776173285199
30758741255,2021-02-02T11:41:30Z,64,17,14,33,62,53,0.22378854625550662
30743189063,2021-02-01T08:34:30Z,68,21,19,28,64,53,0.12336719883889695
30727166434,2021-01-31T07:01:30Z,58,17,20,21,37,53,0.1062618595825427
