sleep_log_entry_id,timestamp,overall_score,composition_score,revitalization_score,duration_score,deep_sleep_in_minutes,resting_heart_rate,restlessness
30713023432,2021-01-30T07:57:30Z,63,18,19,26,79,52,0.1631578947368421
30705487548,2021-01-29T13:32:30Z,48,16,16,16,34,52,0.22271714922049
30700914326,2021-01-29T08:36:30Z,74,21,20,33,79,52,0.12611464968152866
30686074575,2021-01-28T09:54:30Z,79,21,20,38,66,52,0.10871905274488698
30673063505,2021-01-27T08:40:30Z,65,18,18,29,58,52,0.16053019145802652
30658331613,2021-01-26T08:45:30Z,73,18,20,35,52,52,0.13081761006289308
30643047649,2021-01-25T07:26:00Z,64,14,22,28,4,52,0.07985480943738657
30627045331,2021-01-24T09:09:30Z,74,21,20,33,67,52,0.1111111111111111
30614416739,2021-01-23T09:49:30Z,69,20,18,31,64,52,0.15206812652068127
30604587704,2021-01-22T13:56:30Z,58,20,16,22,33,53,0.1967654986522911
30601502125,2021-01-22T06:38:30Z,61,14,21,26,37,53,0.10361445783132531
30584920202,2021-01-21T08:29:30Z,56,17,16,23,57,53,0.19855595667870035
30574899759,2021-01-20T14:25:30Z,55,19,16,20,19,53,0.2099009900990099
30570523460,2021-01-20T07:38:30Z,62,15,22,25,51,53,0.07960199004975124
30562968708,2021-01-19T20:52:00Z,53,14,13,26,20,53,0.14933333333333335
30555092538,2021-01-19T08:37:00Z,67,18,19,30,76,53,0.11328671328671329
30541943548,2021-01-18T09:05:30Z,63,17,18,28,57,54,0.1710691823899371
30525874199,2021-01-17T08:05:30Z,71,19,20,32,81,54,0.1355421686746988
30513279950,2021-01-16T07:57:30Z,69,18,20,31,60,55,0.13642756680731363
30496100191,2021-01-15T08:08:30Z,70,18,19,33,76,55,0.13506815365551425
30481121338,2021-01-14T07:04:30Z,43,17,16,10,65,54,0.15714285714285714
30469294819,2021-01-13T06:55:30Z,65,17,22,26,45,54,0.0835214446952596
30452992607,2021-01-12T11:54:30Z,58,19,20,19,28,53,0.10633946830265849
30433901082,2021-01-11T08:45:30Z,61,18,17,26,71,52,0.17647058823529413
30422824612,2021-01-10T10:54:30Z,66,21,20,25,48,52,0.11317254174397032
30411300483,2021-01-09T17:07:00Z,56,17,15,24,40,52,0.15584415584415584
30407258637,2021-01-09T08:45:30Z,72,21,20,31,63,52,0.100169779286927
30394264938,2021-01-08T08:15:00Z,69,18,19,32,73,53,0.13186813186813187
30379602526,2021-01-07T05:54:30Z,53,16,19,18,56,54,0.17206132879045996
30368489051,2021-01-06T07:33:30Z,64,20,20,24,48,54,0.12561174551386622
30348545163,2021-01-05T06:05:30Z,46,18,18,10,34,53,0.17964071856287425
30336643306,2021-01-04T06:28:30Z,60,17,19,24,58,53,0.12008281573498965
30326831512,2021-01-03T14:35:00Z,58,17,16,25,29,52,0.15584415584415584
30322701603,2021-01-03T07:04:30Z,72,21,21,30,57,52,0.0913978494623656
30309723430,2021-01-02T06:45:30Z,53,18,19,16,51,51,0.12572533849129594
30297793705,2021-01-01T08:20:30Z,56,18,20,18,37,51,0.12443778110944528
30285520112,2020-12-31T07:00:00Z,71,21,22,28,45,51,0.06941431670281996
30269851913,2020-12-30T06:56:00Z,58,16,20,22,55,52,0.11468812877263582
30255051194,2020-12-29T07:40:00Z,76,21,21,34,67,52,0.09865470852017937
30240032137,2020-12-28T06:29:00Z,62,17,20,25,38,52,0.11267605633802817
30226239883,2020-12-27T08:24:30Z,74,19,19,36,93,52,0.12515802781289506
30212005589,2020-12-26T04:12:30Z,66,17,21,28,58,52,0.11492281303602059
30202080151,2020-12-25T06:25:00Z,49,15,19,15,48,52,0.13893967093235832
30191055052,2020-12-24T06:28:30Z,70,17,21,32,66,52,0.09663250366032211
30181356181,2020-12-23T08:09:30Z,67,20,21,26,53,51,0.09803921568627451
30169684467,2020-12-22T08:14:30Z,65,18,21,26,86,51,0.10892857142857143
30158662083,2020-12-21T08:29:00Z,77,19,21,37,94,52,0.1073512252042007
30144632026,2020-12-20T06:43:30Z,63,17,19,27,52,51,0.0957683741648107
30133270582,2020-12-19T07:10:00Z,62,15,23,24,53,51,0.07661290322580645
30121579380,2020-12-18T07:17:00Z,70,18,21,31,62,51,0.09328968903436989
30108267356,2020-12-17T07:36:30Z,55,16,20,19,59,52,0.10792580101180438
30095155623,2020-12-16T07:04:00Z,72,17,21,34,55,53,0.08905109489051095
30081490264,2020-12-15T08:30:30Z,69,21,21,27,48,53,0.1059245960502693
30062449068,2020-12-14T06:54:30Z,61,16,20,25,63,53,0.1298932384341637
30049987278,2020-12-13T07:48:00Z,63,16,20,27,63,53,0.13773314203730272
30037909513,2020-12-12T07:11:00Z,56,15,20,21,36,53,0.1218274111675127
30026759509,2020-12-11T05:32:30Z,67,20,20,27,43,52,0.13082039911308205
30014338672,2020-12-10T09:07:30Z,72,19,20,33,49,53,0.13180169286577992
29996369121,2020-12-09T06:36:00Z,61,15,21,25,51,53,0.1100196463654224
29990644455,2020-12-08T15:35:30Z,61,16,19,26,40,53,0.09141274238227147
29985729269,2020-12-08T06:31:30Z,64,16,19,29,39,53,0.12477396021699819
29970359244,2020-12-07T05:38:00Z,54,16,18,20,50,52,0.16856492027334852
29958350081,2020-12-06T08:27:00Z,75,20,19,36,80,52,0.1347678369195923
29946233343,2020-12-05T06:50:00Z,66,19,19,28,41,52,0.12736660929432014
29935203149,2020-12-04T07:45:30Z,62,17,18,27,59,52,0.1459227467811159
29920759111,2020-12-03T08:13:30Z,57,16,18,23,34,53,0.1709090909090909
29912424787,2020-12-02T13:15:30Z,56,14,18,24,28,53,0.16049382716049382
29908763160,2020-12-02T06:26:30Z,63,16,22,25,36,53,0.07473309608540925
29898385002,2020-12-01T06:57:30Z,72,21,20,31,54,54,0.1262699564586357
29888051691,2020-11-30T13:18:00Z,56,15,20,21,19,54,0.1284796573875803
29884813299,2020-11-30T08:05:30Z,44,16,15,13,37,54,0.24708926261319533
29867632536,2020-11-29T05:20:30Z,71,16,18,37,49,54,0.1846298031865042
29859513105,2020-11-28T06:40:30Z,55,15,19,21,48,54,0.1467116357504216
29849523703,2020-11-27T07:09:00Z,70,18,22,30,78,54,0.07853403141361257
29840828640,2020-11-26T12:41:00Z,48,12,17,19,8,54,0.1382488479262673
29837740692,2020-11-26T06:45:00Z,63,18,20,25,64,54,0.12695652173913044
29826534567,2020-11-25T09:04:30Z,58,17,17,24,60,54,0.19226118500604594
29811551032,2020-11-24T05:59:30Z,56,15,21,20,44,55,0.13267326732673268
29800388502,2020-11-23T07:14:30Z,78,22,21,35,85,55,0.09335219236209336
29785849310,2020-11-22T06:25:30Z,68,17,20,31,59,54,0.09352517985611511
29774413107,2020-11-21T06:16:30Z,70,20,20,30,62,53,0.11958146487294469
29761679416,2020-11-20T04:35:30Z,68,18,20,30,62,52,0.11129848229342328
29747518546,2020-11-19T06:38:30Z,72,21,17,34,42,52,0.14246196403872752
29732246672,2020-11-18T06:20:30Z,65,17,18,30,61,52,0.15849486887115166
29719661119,2020-11-17T07:37:30Z,68,17,19,32,43,52,0.14093959731543623
29703269497,2020-11-16T09:19:30Z,80,22,18,40,88,52,0.1342031686859273
29691970725,2020-11-15T05:48:30Z,71,18,21,32,65,52,0.1111111111111111
29679628592,2020-11-14T07:31:00Z,76,20,20,36,49,52,0.09727626459143969
29668954773,2020-11-13T06:36:30Z,58,17,19,22,63,52,0.1543450064850843
29653417585,2020-11-12T05:55:30Z,59,15,20,24,35,52,0.10498220640569395
29643191045,2020-11-11T06:38:00Z,67,19,20,28,50,52,0.11882510013351134
29629316983,2020-11-10T07:20:30Z,65,19,18,28,51,52,0.17886178861788618
29615099308,2020-11-09T09:32:00Z,72,18,19,35,49,52,0.15108695652173912
29601591335,2020-11-08T05:45:00Z,63,19,20,24,59,53,0.13238289205702647
29590586474,2020-11-07T08:03:30Z,63,20,19,24,37,54,0.15805022156573117
29582574554,2020-11-06T12:28:00Z,69,19,22,28,26,54,0.06722689075630252
29579570952,2020-11-06T06:37:00Z,68,18,21,29,56,54,0.07478260869565218
29564706005,2020-11-05T09:04:00Z,72,18,20,34,42,55,0.1317365269461078
29552063700,2020-11-04T06:04:30Z,72,21,19,32,54,55,0.14580467675378267
29539410251,2020-11-03T07:51:30Z,75,20,20,35,75,55,0.1263803680981595
29526494015,2020-11-02T06:40:30Z,86,22,20,44,96,55,0.12742616033755275
29512929652,2020-11-01T06:16:30Z,65,19,21,25,64,54,0.1095890410958904
29499700902,2020-10-31T05:26:30Z,65,17,22,26,58,54,0.08348134991119005
29490076290,2020-10-30T09:23:00Z,71,19,18,34,72,53,0.12168141592920353
29473472822,2020-10-29T07:41:30Z,57,17,19,21,48,52,0.1316270566727605
29457551112,2020-10-28T07:04:30Z,68,16,21,31,82,52,0.1241565452091768
29444173741,2020-10-27T07:43:30Z,67,18,19,30,57,51,0.12687585266030013
29427825054,2020-10-26T09:26:30Z,68,17,18,33,67,51,0.14625445897740785
29414195289,2020-10-25T08:37:30Z,67,18,19,30,65,52,0.15364238410596026
29401830458,2020-10-24T06:15:30Z,61,16,21,24,45,53,0.10366826156299841
29394026550,2020-10-23T12:50:30Z,61,20,16,25,28,53,0.20565552699228792
29391436173,2020-10-23T06:53:00Z,71,19,22,30,51,53,0.09538950715421304
29378958477,2020-10-22T13:05:00Z,56,14,18,24,11,53,0.15812917594654788
29375304127,2020-10-22T06:21:30Z,70,19,21,30,53,53,0.11338582677165354
29364162026,2020-10-21T09:25:30Z,72,19,19,34,62,53,0.14269406392694065
29351621387,2020-10-20T06:21:30Z,73,18,22,33,66,54,0.07625899280575539
29336460772,2020-10-19T08:47:30Z,79,20,20,39,81,54,0.12721584984358708
29323580751,2020-10-18T08:01:00Z,71,17,20,34,67,54,0.125
29311520368,2020-10-17T06:53:00Z,74,19,21,34,98,55,0.09742895805142084
29299777100,2020-10-16T10:26:00Z,78,18,17,43,71,55,0.19143356643356643
29288408330,2020-10-15T09:20:00Z,81,21,19,41,59,55,0.138996138996139
29274241110,2020-10-14T08:18:00Z,81,22,19,40,90,55,0.12616339193381593
29259698664,2020-10-13T08:14:30Z,72,17,19,36,61,55,0.12031782065834279
29245606335,2020-10-12T08:55:00Z,66,18,18,30,83,56,0.18081180811808117
29229078974,2020-10-11T06:26:30Z,61,17,20,24,57,55,0.11380597014925373
29217476065,2020-10-10T08:57:30Z,64,18,18,28,67,55,0.17702845100105374
29207320771,2020-10-09T09:14:30Z,66,17,18,31,54,54,0.15680166147455868
29193445293,2020-10-08T06:07:30Z,65,18,18,29,43,52,0.09954751131221719
29175985940,2020-10-07T06:39:30Z,69,17,21,31,49,52,0.1168
29165724655,2020-10-06T13:36:30Z,55,15,16,24,19,51,0.18201284796573874
29161862072,2020-10-06T06:07:30Z,58,15,20,23,69,51,0.13199426111908177
29144727061,2020-10-05T06:24:30Z,65,16,19,30,51,52,0.15261044176706828
29132407507,2020-10-04T06:04:30Z,74,19,20,35,93,53,0.12273212379935966
29121661106,2020-10-03T08:39:30Z,65,18,18,29,45,53,0.14147018030513175
29109018678,2020-10-02T07:19:30Z,75,21,21,33,54,55,0.12040557667934093
29095067363,2020-10-01T07:50:30Z,71,17,19,35,69,56,0.14665249734325186
29086682832,2020-09-30T06:59:30Z,65,17,20,28,47,56,0.1503448275862069
29070551583,2020-09-29T12:20:30Z,75,18,16,41,95,56,0.232355273592387
29054852576,2020-09-28T06:10:30Z,72,19,21,32,62,57,0.10473457675753228
29045331201,2020-09-27T12:20:30Z,54,16,17,21,25,56,0.174496644295302
29041142550,2020-09-27T05:50:30Z,68,17,22,29,63,56,0.08818897637795275
29030020240,2020-09-26T09:46:30Z,64,16,16,32,60,55,0.21148325358851675
29019953449,2020-09-25T08:14:30Z,73,18,21,34,72,56,0.09565217391304348
29006732241,2020-09-24T06:33:30Z,65,19,19,27,75,55,0.1501416430594901
28995677744,2020-09-23T06:54:30Z,67,17,21,29,59,55,0.0950920245398773
28980541639,2020-09-22T07:14:30Z,69,20,20,29,50,55,0.09176788124156546
28964053455,2020-09-21T08:58:30Z,76,18,21,37,76,56,0.1211453744493392
28949809775,2020-09-20T07:50:30Z,72,19,19,34,59,55,0.140893470790378
28937025339,2020-09-19T10:19:30Z,76,17,18,41,69,56,0.19069412662090007
28926204596,2020-09-18T11:37:30Z,82,22,18,42,101,58,0.2019623875715454
28911050751,2020-09-17T08:41:30Z,74,21,19,34,85,57,0.13574660633484162
28896265875,2020-09-16T06:49:30Z,66,18,18,30,61,56,0.17215727948990436
28871809136,2020-09-14T07:07:00Z,69,19,21,29,50,56,0.09375
28137829903,2020-07-22T10:52:00Z,74,19,18,37,83,56,0.17946345975948197
28125328788,2020-07-21T10:16:30Z,70,18,20,32,71,60,0.13038416763678695
28088369062,2020-07-18T11:20:30Z,77,17,21,39,66,61,0.12487512487512488
28015169649,2020-07-13T09:40:30Z,75,21,21,33,77,64,0.14147018030513175
27988401199,2020-07-11T08:02:30Z,76,21,22,33,75,69,0.11460957178841309
27376911296,2020-05-28T01:38:30Z,78,16,15,47,81,68,0.008434370057986295
27340018956,2020-05-25T01:55:30Z,59,13,15,31,0,55,0.008385744234800839
27330660913,2020-05-24T08:33:30Z,74,19,21,34,44,57,0.11277330264672036
27312763979,2020-05-23T08:11:30Z,70,18,22,30,67,58,0.12283044058744993
27285912304,2020-05-18T08:25:00Z,79,22,21,36,104,58,0.1064327485380117
27285912303,2020-05-16T09:15:00Z,77,21,22,34,69,57,0.1037593984962406
27187676421,2020-05-15T11:11:30Z,73,17,20,36,64,57,0.1472795497185741
27171394981,2020-05-14T08:06:00Z,71,21,19,31,53,57,0.1590909090909091
27084843787,2020-05-08T10:45:00Z,83,23,20,40,119,55,0.1374187558031569
27066285291,2020-05-07T09:09:30Z,74,20,20,34,70,55,0.11356119073869901
27051956354,2020-05-06T09:50:30Z,76,19,21,36,55,56,0.11676300578034682
26993442011,2020-05-02T09:32:00Z,63,17,20,26,82,57,0.14734561213434452
26963717637,2020-04-30T07:07:00Z,72,20,20,32,72,57,0.13559322033898305
26951135715,2020-04-29T10:31:00Z,80,20,19,41,80,58,0.12320916905444126
26893040431,2020-04-25T08:49:30Z,62,15,20,27,40,59,0.13242784380305603
26866396926,2020-04-23T07:57:30Z,84,21,21,42,78,58,0.09946524064171124
26848967633,2020-04-22T06:15:30Z,56,16,20,20,38,57,0.10407876230661041
26804615211,2020-04-19T11:47:30Z,78,22,20,36,100,59,0.14372294372294372
26784644553,2020-04-17T10:00:30Z,80,19,19,42,85,57,0.09090909090909091
26767886248,2020-04-16T10:10:00Z,80,21,20,39,79,59,0.13531047265987026
26668653588,2020-04-09T06:41:30Z,72,19,20,33,64,60,0.14167650531286896
26657573622,2020-04-08T08:50:30Z,82,22,20,40,95,61,0.122568093385214
26641492266,2020-04-07T10:03:30Z,63,20,19,24,49,60,0.1469265367316342
26569830563,2020-04-02T10:26:00Z,82,22,19,41,87,59,0.15433571996817821
26534231862,2020-03-30T08:22:30Z,74,20,21,33,60,60,0.10794780545670225
26521089848,2020-03-29T07:42:00Z,73,20,22,31,44,60,0.07385524372230429
26509836290,2020-03-28T09:53:30Z,64,18,18,28,78,59,0.14695340501792115
26482508960,2020-03-26T08:24:00Z,69,21,17,31,98,58,0.1515513126491647
26472547732,2020-03-25T08:22:30Z,72,20,20,32,54,58,0.11494252873563218
26462747139,2020-03-24T12:54:30Z,57,15,18,24,14,58,0.1220159151193634
26459714415,2020-03-24T08:21:30Z,67,17,21,29,61,58,0.11388455538221529
26449502848,2020-03-23T11:27:00Z,80,21,20,39,82,57,0.10194624652455977
26439211456,2020-03-21T15:11:30Z,63,15,21,27,14,57,0.09611451942740286
26422646209,2020-03-21T09:04:30Z,69,20,20,29,48,57,0.1091703056768559
26410683658,2020-03-20T08:44:30Z,69,21,19,29,57,56,0.10401188707280833
